longitude,latitude,environment.2018_land_distance_inv,environment.2018_mean_depth_inv,environment.2018_net_primary_production,environment.2018_sea.bottom_dissolved_oxygen,fishing.activity.2018_total_fishing,species.richness.2018,stocks.richness.2018,thermohalinity_2018,cluster,distance_class_interpretation,hotspot
18.22,32.03,-0.570805444,-0.373702419,-0.467717545,-0.322180969,-0.372381021,-0.939928042,-0.972230661,0.743628636,16,low risk,0
18.72,32.03,-0.558731015,-0.368208266,-0.466386376,-0.27864777,-0.372381021,-0.951727563,-0.927483282,0.732118413,16,low risk,0
19.22,32.03,-0.497782171,-0.343175435,-0.45857151,-0.10240134,-0.372381021,-0.910429238,-0.793241145,0.680559552,15,low risk,0
19.72,32.03,-0.335361928,-0.207805144,-0.421049254,0.763387931,-0.372381021,-0.680338567,-0.524756871,-0.076637278,14,medium risk,0
24.22,32.03,0.572871917,-0.01516846,-0.448249108,1.14010025,-0.372381021,-0.585942395,-0.748493766,-0.456456472,10,low risk,0
24.72,32.03,0.515654007,-0.294545639,-0.448230154,0.091650559,-0.372381021,-0.633140481,-0.658999008,-0.123109018,10,low risk,0
25.22,32.03,-0.152277725,-0.368569489,-0.447414705,-0.114694004,-0.372381021,-0.845531869,-0.927483282,0.57391577,15,low risk,0
25.72,32.03,-0.406486077,-0.397397996,-0.447749013,-0.335030515,-0.372381021,-0.916328999,-1.01697804,0.766290458,16,low risk,0
26.22,32.03,-0.414137322,-0.40211438,-0.449077793,-0.334916857,-0.372381021,-0.92812852,-1.01697804,0.823671502,16,low risk,0
26.72,32.03,-0.444663381,-0.404737384,-0.450757957,-0.335446675,-0.372381021,-0.904529477,-1.01697804,0.851760378,16,low risk,0
27.22,32.03,-0.501871476,-0.404512733,-0.45250986,-0.338633995,-0.372381021,-0.886830195,-1.01697804,0.869476723,16,low risk,0
27.72,32.03,-0.540676958,-0.403656493,-0.450007113,-0.342641349,-0.372381021,-0.922228759,-1.061725419,0.903380994,16,low risk,0
28.22,32.03,-0.540676958,-0.401500729,-0.447967381,-0.3475147,-0.372381021,-0.92812852,-1.061725419,0.911546214,16,low risk,0
28.72,32.03,-0.550125242,-0.397219294,-0.447358263,-0.369257966,-0.372381021,-0.963527085,-1.061725419,0.890756822,16,low risk,0
29.22,32.03,-0.550125242,-0.387952612,-0.44566474,-0.429997977,-0.372381021,-0.969426846,-1.061725419,0.903726064,16,low risk,0
29.72,32.03,-0.540676958,-0.374240724,-0.438203698,-0.466567677,-0.372381021,-0.945827803,-1.061725419,0.949925297,16,low risk,0
30.22,32.03,-0.501871476,-0.338976986,-0.431553557,-0.4386055,-0.372160959,-0.845531869,-0.837988524,0.901679521,15,low risk,0
30.72,32.03,-0.444663381,-0.308558565,-0.428251207,-0.344335797,-0.367697508,-0.780634501,-0.793241145,0.768165842,15,low risk,0
31.22,32.03,-0.414137322,-0.274865412,-0.426579661,0.045843997,-0.372367137,-0.786534261,-0.748493766,0.60228927,14,medium risk,0
31.72,32.03,-0.444663381,-0.280377274,-0.426189741,-0.335133507,-0.372381021,-0.780634501,-0.748493766,0.754774912,14,medium risk,0
32.22,32.03,-0.501871476,-0.305786836,-0.430023001,-0.543605725,-0.36952882,-0.77473474,-0.658999008,0.978596045,14,medium risk,0
32.72,32.03,-0.540676958,-0.310344078,-0.430084671,-0.56007612,-0.372381021,-0.869130912,-0.614251629,1.12807226,14,medium risk,0
33.22,32.03,-0.540676958,-0.325974233,-0.426841871,-0.597825986,-0.372381021,-0.827832587,-0.614251629,1.226927904,14,medium risk,0
33.72,32.03,-0.497782171,-0.341674063,-0.401378779,-0.609570049,-0.372381021,-0.650839763,-0.435262113,1.341110134,13,medium risk,0
34.22,32.03,-0.335361928,-0.335844844,-0.064086335,-0.53481921,-0.318172171,0.57631048,0.907159256,1.272380933,3,medium risk,0
34.72,32.03,0.959934366,0.037580968,1.177846543,0.789958405,0.050769072,1.24888321,1.309885666,-1.026005428,2,high risk,1
15.72,31.53,0.572871917,1.785077991,-0.420050301,2.17815256,-0.372381021,-0.869130912,-0.837988524,-1.830465178,6,medium risk,0
16.22,31.53,-0.406486077,0.232222608,-0.447224725,1.479998125,-0.372381021,-0.916328999,-0.837988524,-0.17118165,15,low risk,0
16.72,31.53,-0.414137322,-0.222304987,-0.458801192,0.278623575,-0.372381021,-0.910429238,-0.703746387,0.60320484,14,medium risk,0
17.22,31.53,-0.414137322,-0.292297399,-0.46077913,0.027480874,-0.372381021,-0.857331391,-0.56950425,0.657989898,14,medium risk,0
17.72,31.53,-0.444663381,-0.331698708,-0.461378815,-0.09222177,-0.372381021,-0.898629716,-0.793241145,0.705084547,15,low risk,0
18.22,31.53,-0.501871476,-0.352599523,-0.462262816,-0.203953332,-0.372381021,-0.886830195,-0.703746387,0.722615602,14,medium risk,0
18.72,31.53,-0.539251145,-0.347568328,-0.461019861,-0.196436553,-0.372381021,-0.916328999,-0.837988524,0.759947405,15,low risk,0
19.22,31.53,-0.438379638,-0.292297399,-0.451374024,0.086412459,-0.372381021,-0.762935218,-0.390514734,0.520003085,13,medium risk,0
19.72,31.53,0.515654007,0.74033388,-0.421439177,1.746305791,-0.372381021,-0.603641677,-0.614251629,-1.792983993,10,low risk,0
25.22,31.53,0.865319125,-0.069721456,-0.4375619,0.425454091,-0.372381021,-0.662639285,-0.658999008,-0.94825889,10,low risk,0
26.72,31.53,0.515654007,-0.361678244,-0.44137472,0.115599784,-0.372381021,-0.827832587,-0.837988524,0.51335725,15,low risk,0
27.22,31.53,-0.406486077,-0.38714776,-0.440716078,-0.277576252,-0.372381021,-0.916328999,-1.01697804,0.892518368,16,low risk,0
27.72,31.53,-0.414137322,-0.393670953,-0.435587456,-0.337352738,-0.372381021,-0.886830195,-0.972230661,0.915884191,16,low risk,0
28.22,31.53,-0.414137322,-0.392295273,-0.43884599,-0.371735606,-0.372381021,-0.886830195,-1.01697804,0.93519661,16,low risk,0
28.72,31.53,-0.444663381,-0.385435741,-0.444717316,-0.408044248,-0.372381021,-0.880930434,-0.972230661,0.952198677,16,low risk,0
29.22,31.53,-0.444663381,-0.368793445,-0.442378625,-0.38608668,-0.372381021,-0.857331391,-0.927483282,1.009337887,15,low risk,0
29.72,31.53,-0.414137322,-0.314740674,-0.420289482,-0.093176991,-0.372381021,-0.680338567,-0.480009492,0.729291349,13,medium risk,0
30.22,31.53,-0.406486077,0.19524986,-0.398017274,1.102477392,-0.372381021,-0.615441199,-0.703746387,-1.02700795,14,medium risk,0
30.72,31.53,0.515654007,3.417301495,-0.383864862,1.179004015,-0.372381021,-0.367651246,-0.435262113,-2.066645689,6,medium risk,0
31.72,31.53,0.515654007,1.702642542,-0.389051111,1.286144672,-0.372381021,-0.290954355,-0.435262113,-1.544529592,6,medium risk,0
32.22,31.53,-0.406486077,0.970775826,-0.399231512,1.169853831,-0.372314684,-0.373551006,-0.390514734,-1.415101736,6,medium risk,0
32.72,31.53,-0.414137322,0.12390156,-0.410627104,0.6073645,-0.372381021,-0.444348136,-0.435262113,-0.542585333,13,medium risk,0
33.22,31.53,-0.414137322,-0.132863596,-0.41415401,0.12048854,-0.372381021,-0.526944787,-0.524756871,0.628998582,13,medium risk,0
33.72,31.53,-0.406486077,-0.236555295,-0.392866748,0.039752132,-0.372381021,-0.562343351,-0.614251629,0.701858032,14,medium risk,0
34.22,31.53,0.515654007,-0.188525608,-0.011634514,0.384642415,-0.284850816,0.776902347,0.549180224,-0.055049801,3,medium risk,0
17.72,31.03,0.463204246,0.592706893,-0.440879312,1.469292927,-0.372381021,-0.751135697,-0.658999008,-0.712837889,10,low risk,0
18.22,31.03,-0.410355664,-0.140838046,-0.444067196,0.566296092,-0.372381021,-0.833732348,-0.703746387,0.202694776,14,medium risk,0
18.72,31.03,-0.444663381,-0.302402382,-0.451237471,0.05929441,-0.372381021,-0.821932826,-0.56950425,0.810984954,14,medium risk,0
19.22,31.03,-0.499844007,-0.295462411,-0.4484836,0.064737044,-0.372381021,-0.833732348,-0.56950425,0.730331093,14,medium risk,0
19.72,31.03,-0.335361928,0.002765026,-0.423072239,1.363254205,-0.372381021,-0.780634501,-0.703746387,-0.976671804,14,medium risk,0
28.72,31.03,0.572871917,-0.309159138,-0.416466151,0.149356428,-0.372381021,-0.355851724,-0.16677784,0.293076286,10,low risk,0
29.22,31.03,-0.152277725,-0.252487067,-0.414580437,0.369629097,-0.372381021,-0.444348136,-0.211525219,0.186903402,11,medium risk,0
18.72,30.53,0.515654007,0.216929371,-0.427237487,1.433966243,-0.372381021,-0.751135697,-0.658999008,-0.619650276,10,low risk,0
19.22,30.53,-0.410355664,-0.150607385,-0.428832794,0.575686278,-0.372381021,-0.804233544,-0.524756871,0.473280911,14,medium risk,0
19.72,30.53,0.572871917,0.273760004,-0.393247303,1.448543021,-0.372381021,-0.686238328,-0.703746387,-1.124557969,10,low risk,0
